date,pollution,RH,AT,BP,WD,WS,snow,rain,PM10,NO,NO2,NH3,CO
2019-05-20,28.81,75.43,29.86,756.4,246.38,1.6,63.15,1.36,6.79,4.05,1.97,0.81,29.87
2019-05-21,30.8,76.49,30.11,761.44,252.39,1.85,72.15,1.26,5.31,2.95,1.99,0.7,37.28
2019-05-22,26.35,74.77,30.55,765.9,244.73,2.04,64.01,1.66,6.89,3.96,1.79,0.69,37.84
2019-05-23,20.2,77.05,30.07,761.07,224.35,2.03,51.45,0.89,4.19,2.37,1.83,0.66,28.7
2019-05-24,13.98,82.19,28.29,763.29,215.16,2.04,29.16,0.6,5.6,2.95,2.06,0.39,30.95
2019-05-25,9.9,79.33,28.93,764.51,231.51,1.74,30.56,0.71,12.18,7.01,1.8,0.64,40.24
2019-05-26,12.46,75.5,30.04,761.62,246.03,2.02,34.89,1.1,4.26,2.45,1.69,0.5,37.2
2019-05-27,18.36,77.53,30.19,759.81,251.47,1.97,54.09,1.2,4.86,2.76,1.86,0.55,32.13
2019-05-28,29.01,74.08,30.55,759.2,270.57,2.39,77.79,1.19,4.49,2.49,1.78,0.53,28.21
2019-05-29,26.62,73.89,29.95,758.64,259.24,2.15,73.88,0.85,3.12,2.06,1.63,0.55,41.38
2019-05-30,26.19,74.68,30.14,758.2,265.7,2.13,81.15,1.12,4.5,2.51,1.59,0.7,36.68
2019-05-31,19.76,78.1,29.18,757.04,260.33,1.83,48.85,1.31,4.59,2.54,1.55,0.62,32.64
2019-06-01,22.42,76.01,29.93,757.66,251.2,1.82,55.18,0.9,2.73,1.84,1.63,0.61,29.84
2019-06-02,11.69,80.19,29.27,758.48,207.85,1.21,32.83,0.55,2.4,1.72,1.38,0.46,22.76
2019-06-03,8.9,73.08,30.14,757.46,240.62,2.57,37.96,0.51,4.9,2.96,4.67,0.74,36.92
2019-06-04,9.38,79.25,28.84,757.67,231.86,1.88,29.21,1.11,4.11,2.4,2.37,0.66,35.01
2019-06-05,11.08,80.21,28.76,756.11,255.02,1.62,27.54,1.03,3.4,1.96,1.97,0.59,36.21
2019-06-06,20.89,79.45,28.85,755.93,232.77,1.42,47.67,0.8,5.17,2.83,1.7,0.79,28.17
2019-06-07,12.53,79.27,29.09,758.21,235.57,1.75,31.6,1.07,4.31,2.33,1.47,0.73,30.78
2019-06-08,6.61,78.49,28.98,758.19,210.56,1.52,25.08,1.27,4.29,2.36,1.29,0.71,33.55
2019-06-09,8.12,85.06,27.86,757.81,137.34,1.75,25.23,0.93,3.07,1.82,1.29,0.55,27.52
2019-06-10,8.77,85.68,27.36,757.36,207.79,1.45,23.06,1.32,4.6,2.49,1.29,0.54,35.08
2019-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-18,10.22,76.88,31.53,759.62,234.56,2.48,57.81,0.77,2.41,1.36,6.29,0.0,14.62
2019-06-19,9.56,78.5,31.38,756.95,260.91,2.61,46.26,1.01,2.18,8.93,10.54,0.08,14.38
2019-06-20,2.88,81.53,29.47,758.19,293.75,2.05,23.33,0.67,1.36,1.16,9.79,0.45,22.08
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.6,1.2,8.02,0.47,17.19
2019-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,2.01,1.5,6.94,0.85,14.37
2019-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,1.52,1.2,5.97,0.43,15.43
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.9,1.43,6.0,0.69,14.16
2019-06-25,20.21,56.95,30.96,755.05,230.76,2.8,58.0,0.48,1.87,1.32,5.5,0.64,14.3
2019-06-26,17.8,57.25,31.11,753.33,242.22,2.31,55.74,0.75,2.16,8.72,6.06,0.66,14.02
2019-06-27,13.29,56.6,32.08,751.76,272.91,2.5,50.83,1.51,2.31,5.44,6.74,0.63,14.79
2019-06-28,13.14,55.94,31.82,751.55,286.07,2.8,44.68,1.02,2.27,5.96,6.06,0.58,14.48
2019-06-29,15.3,54.58,31.74,750.83,294.31,2.94,47.16,1.19,3.08,9.68,6.11,0.7,15.29
2019-06-30,9.1,56.55,31.42,750.3,325.77,2.72,39.88,1.7,2.67,9.82,5.93,0.59,14.99
2019-07-01,9.46,58.2,31.42,748.78,326.06,2.51,36.08,1.72,2.32,10.12,5.57,0.77,15.04
2019-07-02,11.18,60.29,31.56,749.97,279.05,2.51,43.18,1.44,3.3,9.77,5.02,0.79,15.03
2019-07-03,10.96,61.47,31.54,751.11,287.59,2.09,34.73,1.8,3.39,15.49,5.58,0.81,17.89
2019-07-04,4.95,55.91,31.21,751.6,246.9,1.89,27.59,1.13,3.62,11.09,5.13,0.62,17.83
2019-07-05,7.76,59.95,31.51,750.1,244.62,2.03,39.58,0.98,3.36,11.12,3.3,0.82,14.69
2019-07-06,10.4,59.0,31.83,750.17,211.64,2.15,49.26,0.97,3.33,11.17,3.21,0.79,16.05
2019-07-07,4.01,61.17,31.71,751.06,274.59,2.03,29.01,1.38,2.79,10.61,2.39,0.53,17.9
2019-07-08,7.62,62.38,31.75,752.11,280.01,2.14,26.17,0.99,2.28,16.72,2.74,0.61,17.6
2019-07-09,6.89,61.35,30.64,751.4,282.77,1.79,26.12,0.91,3.67,7.22,2.45,0.65,22.73
2019-07-10,10.96,61.73,30.16,751.38,293.64,1.72,33.51,0.88,4.53,7.67,2.31,0.67,23.62
2019-07-11,24.12,58.62,31.41,751.62,313.19,2.15,51.87,1.15,6.34,8.61,2.56,0.83,33.48
2019-07-12,21.86,60.14,31.47,752.86,305.33,2.15,49.59,0.9,5.18,8.01,2.19,0.76,23.39
2019-07-13,16.51,60.73,31.54,753.52,300.27,2.05,37.18,0.83,3.55,2.17,1.96,0.65,22.28
2019-07-14,10.5,60.66,31.15,753.12,313.17,2.02,26.67,0.74,2.9,11.55,1.91,0.56,24.85
2019-07-15,8.29,61.29,30.65,751.26,310.88,1.87,27.3,0.86,3.56,11.83,1.68,0.61,26.4
2019-07-16,11.0,61.28,30.64,750.08,330.0,2.25,28.68,1.09,3.84,12.41,1.5,0.65,28.44
2019-07-17,7.46,62.05,29.96,748.83,323.53,2.25,29.71,0.98,4.23,2.35,1.48,0.72,25.35
2019-07-18,2.48,62.47,29.2,748.05,326.77,3.13,20.12,0.79,3.52,1.92,1.52,0.55,26.46
2019-07-19,4.86,61.36,28.55,747.48,343.55,2.7,18.94,1.1,3.95,2.16,1.78,0.41,24.82
2019-07-20,6.1,56.77,28.57,748.92,341.45,2.22,19.84,0.88,2.95,1.73,1.78,0.35,28.27
2019-07-21,5.14,55.66,28.79,748.33,339.76,2.54,16.94,1.1,2.2,11.26,1.72,0.41,29.86
2019-07-22,5.21,55.12,28.9,747.68,340.31,2.25,21.56,0.9,3.35,1.9,1.83,0.59,29.08
2019-07-23,8.93,52.53,29.45,749.18,343.23,2.49,25.82,1.02,3.29,1.86,1.69,0.55,35.2
2019-07-24,12.74,53.15,29.97,749.93,341.94,2.41,31.48,0.74,4.14,2.32,1.71,0.71,30.82
2019-07-25,16.61,55.14,29.49,752.52,343.89,2.5,38.23,0.65,3.91,2.09,1.76,0.77,25.32
2019-07-26,12.63,54.11,29.95,751.99,347.43,1.91,34.99,1.02,4.91,2.72,1.74,0.88,24.1
2019-07-27,17.58,54.99,29.31,751.08,348.75,1.96,43.84,0.95,5.02,7.82,1.74,0.96,25.21
2019-07-28,14.94,54.08,30.01,751.02,350.83,2.36,44.57,0.91,3.37,11.85,1.6,0.93,23.48
2019-07-29,13.49,54.97,29.82,751.25,353.02,2.45,38.9,0.74,3.94,7.05,1.55,1.13,22.03
2019-07-30,8.28,54.2,30.34,752.47,352.08,2.21,35.84,1.01,3.72,2.09,1.53,1.89,19.95
2019-07-31,11.1,53.52,30.65,753.28,351.61,2.34,31.21,0.84,2.94,6.83,1.53,2.49,20.34
2019-08-01,12.94,53.6,30.65,753.43,352.45,2.48,33.89,0.98,3.56,1.99,1.49,0.67,23.26
2019-08-02,8.38,53.24,30.81,753.28,347.98,2.18,48.96,0.93,3.98,2.27,1.22,0.79,22.04
2019-08-03,12.32,54.39,30.54,753.11,339.05,1.76,42.75,0.97,3.82,11.32,1.54,0.82,19.21
2019-08-04,11.57,54.62,30.57,752.66,308.59,2.09,39.26,0.86,2.63,1.63,1.51,0.62,18.99
2019-08-05,13.96,53.35,30.97,751.65,285.9,2.59,47.4,0.94,2.94,1.63,1.36,0.68,21.48
2019-08-06,5.6,52.65,31.21,751.03,282.84,2.87,34.83,1.01,2.87,6.72,1.57,0.67,20.75
2019-08-07,8.16,54.93,29.6,749.98,306.59,2.66,26.75,0.78,3.27,1.96,1.52,0.69,22.06
2019-08-08,6.11,72.43,29.66,750.41,306.73,2.59,29.9,1.31,3.84,2.04,1.83,0.68,21.81
2019-08-09,8.22,72.0,28.62,751.7,309.01,1.61,24.11,0.89,4.07,7.39,1.79,0.71,23.84
2019-08-10,2.16,79.82,28.1,751.53,334.6,2.25,15.68,1.1,3.24,1.94,1.9,0.5,32.06
2019-08-11,3.06,80.91,28.06,750.78,344.85,2.55,14.83,0.92,2.44,1.32,2.01,0.39,30.64
2019-08-12,4.81,81.8,28.16,750.91,342.45,2.28,17.77,0.9,2.28,1.51,2.14,0.45,31.69
2019-08-13,4.03,83.68,28.01,750.96,328.09,2.13,22.01,1.07,3.87,2.13,1.83,0.59,30.64
2019-08-14,6.88,81.6,28.37,753.46,337.9,2.61,24.91,0.91,4.13,2.23,1.65,0.65,31.51
2019-08-15,14.04,77.15,29.46,752.93,335.32,2.22,33.91,0.94,3.6,2.25,1.81,0.59,34.19
2019-08-16,9.37,77.78,29.36,751.94,344.59,2.22,27.99,0.91,3.4,1.91,1.79,0.65,28.29
2019-08-17,19.0,79.86,28.82,750.45,343.92,2.1,42.59,0.97,5.08,2.78,1.56,0.81,24.27
2019-08-18,10.04,81.35,28.99,751.23,342.81,1.8,41.21,0.86,3.72,2.14,1.63,0.71,26.57
2019-08-19,13.76,78.55,29.5,752.61,336.54,2.05,40.69,0.98,5.04,2.81,1.5,0.75,27.52
2019-08-20,11.61,79.58,29.67,752.78,348.38,2.16,39.02,0.85,4.07,2.3,1.54,0.71,21.72
2019-08-21,12.67,79.69,29.3,752.26,350.56,2.31,30.17,0.73,3.65,2.15,1.44,0.67,19.67
2019-08-22,8.05,81.99,28.47,752.7,345.49,1.62,22.62,1.08,3.95,2.09,1.44,0.7,23.02
2019-08-23,7.85,78.35,28.84,753.77,349.68,1.99,23.86,0.84,3.07,6.68,1.67,0.63,26.12
2019-08-24,8.98,75.92,29.21,753.3,349.21,1.76,29.89,1.17,3.65,2.08,1.64,0.64,30.96
2019-08-25,3.58,77.56,29.07,752.0,348.22,1.76,22.04,0.93,3.17,1.84,1.69,0.59,30.59
2019-08-26,1.21,82.06,28.5,753.27,334.86,1.76,17.58,1.22,3.32,1.94,1.52,0.7,26.91
2019-08-27,1.99,79.68,28.78,752.11,339.61,1.95,21.41,0.93,4.13,2.12,1.43,0.71,30.24
2019-08-28,16.2,79.41,29.39,752.02,351.18,2.05,23.63,0.92,3.77,2.15,1.3,0.71,27.37
2019-08-29,12.29,81.66,28.93,752.2,348.96,2.35,28.85,0.94,3.46,1.99,1.34,0.65,27.11
2019-08-30,12.7,80.82,29.02,749.97,351.34,2.21,32.56,0.89,4.17,2.2,1.46,0.72,26.54
2019-08-31,14.06,81.1,29.64,750.06,346.45,2.32,38.68,0.91,3.89,11.88,1.33,0.67,19.47
2019-09-01,10.03,81.29,29.39,751.33,339.92,1.93,28.07,0.88,2.92,1.75,1.26,0.67,18.62
2019-09-02,7.83,82.44,29.16,752.82,316.95,2.03,26.82,1.13,3.48,1.92,1.26,0.82,15.9
2019-09-03,7.88,83.01,29.4,752.18,299.17,1.78,28.41,1.0,3.32,1.92,1.23,0.83,15.35
2019-09-04,12.07,82.7,28.87,751.61,297.6,2.18,23.5,0.96,3.74,2.08,1.01,0.77,16.1
2019-09-05,6.63,83.14,29.25,751.4,304.12,2.4,21.34,1.22,3.4,2.01,1.2,0.8,12.59
2019-09-06,6.71,82.45,29.52,749.76,308.05,2.55,22.11,0.93,3.44,1.95,1.07,0.79,13.01
2019-09-07,7.43,78.83,30.05,753.68,327.28,2.47,29.04,0.92,4.15,7.59,1.04,0.82,16.23
2019-09-08,7.47,75.76,30.47,754.12,345.66,2.73,28.68,0.76,3.01,1.8,1.18,0.76,17.68
2019-09-09,13.99,75.06,30.34,752.56,350.95,2.99,30.43,0.77,2.65,1.6,1.27,0.78,16.42
2019-09-10,11.61,75.17,30.18,751.82,351.75,2.6,27.3,0.77,2.69,1.57,1.39,0.7,24.35
2019-09-11,12.25,82.23,28.77,752.43,353.25,1.59,28.25,0.55,1.37,1.17,1.4,0.66,20.3
2019-09-12,13.12,75.6,30.56,754.56,349.94,2.36,31.54,0.55,3.68,2.35,1.34,0.9,22.07
2019-09-13,17.76,80.01,29.59,754.98,351.7,1.55,33.69,0.63,3.3,1.93,1.3,0.74,23.8
2019-09-14,14.07,80.58,29.65,754.27,349.25,1.75,30.31,0.72,3.21,1.89,1.29,0.78,20.74
2019-09-15,12.54,80.76,29.51,753.73,349.82,1.74,29.17,0.81,3.28,1.89,1.21,0.8,19.34
2019-09-16,18.37,80.76,29.16,752.12,346.16,1.79,33.24,1.07,3.68,2.06,1.16,0.86,23.17
2019-09-17,18.73,79.1,29.69,750.45,347.14,1.89,35.07,0.81,4.0,2.23,1.26,0.95,18.55
2019-09-18,9.65,81.75,29.02,751.44,320.22,1.56,21.91,1.1,3.63,1.99,1.24,0.85,20.12
2019-09-19,7.95,79.72,29.79,752.08,291.6,1.78,21.73,0.96,3.6,2.05,1.26,0.93,19.52
2019-09-20,16.85,77.76,30.32,751.66,321.93,1.99,34.77,0.98,3.44,2.03,1.4,0.88,20.29
2019-09-21,12.57,76.75,30.58,750.25,329.85,2.05,36.01,0.88,2.98,1.79,1.44,0.81,23.4
2019-09-22,10.31,77.16,30.46,750.47,319.83,1.97,33.79,0.78,3.12,1.81,1.43,0.84,20.76
2019-09-23,5.07,80.31,29.69,751.26,310.01,1.9,20.86,0.96,3.04,1.77,1.36,1.01,20.06
2019-09-24,1.77,83.28,28.93,751.19,239.42,1.32,22.24,1.48,3.3,1.98,1.16,1.12,20.97
2019-09-25,5.83,79.46,29.66,752.61,223.45,1.4,23.61,1.09,3.95,2.23,1.16,1.07,25.25
2019-09-26,10.75,82.71,28.68,756.64,192.48,1.32,28.25,1.08,4.54,2.56,1.18,1.26,25.92
2019-09-27,15.48,73.27,30.11,759.39,199.13,1.42,32.7,0.92,4.73,2.58,1.34,1.07,30.76
2019-09-28,18.5,78.49,29.73,757.02,272.89,1.56,33.14,0.96,3.61,2.07,1.51,1.02,36.8
2019-09-29,14.76,82.86,28.88,755.4,274.9,1.22,29.28,0.95,3.65,2.11,1.55,1.42,32.54
2019-09-30,8.83,83.4,28.55,754.95,293.42,1.33,20.47,1.33,3.67,2.11,1.62,2.96,29.17
2019-10-01,11.57,78.95,29.54,756.39,224.74,1.38,29.23,0.91,4.5,2.43,1.82,1.57,25.57
2019-10-02,15.06,77.24,30.29,753.99,244.49,1.63,29.72,0.78,3.57,2.1,1.83,0.87,37.88
2019-10-03,15.23,79.26,29.9,0.0,254.61,1.52,29.43,0.69,4.36,2.47,1.81,0.98,36.18
2019-10-04,13.93,77.56,30.14,0.0,281.76,1.58,31.07,0.86,4.21,2.36,1.86,0.9,32.18
2019-10-05,14.6,78.86,29.85,0.0,273.74,1.48,32.1,0.72,2.99,1.89,1.84,0.85,34.19
2019-10-06,12.97,78.26,29.67,0.0,262.7,1.36,28.27,0.82,3.2,1.92,1.73,0.75,36.0
2019-10-07,5.92,82.12,28.97,0.0,291.19,1.38,21.88,0.86,3.12,1.85,1.6,0.73,29.16
2019-10-08,6.69,78.57,29.73,0.0,246.32,1.98,20.51,0.65,3.46,1.95,1.85,0.7,37.29
2019-10-09,16.73,78.91,30.09,0.0,224.43,1.61,35.77,1.04,4.93,2.67,2.05,0.92,28.74
2019-10-10,16.6,77.5,29.84,0.0,271.18,1.26,32.25,1.0,4.13,2.35,2.01,0.82,40.97
2019-10-11,12.73,80.05,29.4,0.0,271.51,1.06,29.65,0.71,4.46,2.49,1.86,0.9,29.49
2019-10-12,6.55,81.65,29.08,0.0,208.03,1.06,28.42,0.83,4.32,7.51,1.57,0.97,14.19
2019-10-13,7.24,80.69,29.29,0.0,264.05,1.24,21.82,0.67,3.0,6.75,1.8,0.76,16.29
2019-10-14,11.89,80.5,29.82,0.0,241.27,1.51,28.16,0.9,4.48,2.5,3.28,0.95,14.67
2019-10-15,13.58,81.77,28.25,0.0,266.17,1.3,29.6,0.87,4.62,7.68,3.38,1.11,15.74
2019-10-16,15.94,81.91,27.88,0.0,207.62,1.15,33.37,1.04,4.44,2.48,2.62,1.06,22.43
2019-10-17,6.59,72.16,27.63,0.0,187.7,1.44,20.35,0.78,4.54,2.57,2.37,0.91,20.54
2019-10-18,28.12,56.27,27.1,0.0,270.89,1.16,23.33,0.77,3.84,2.23,1.89,0.95,18.58
2019-10-19,10.87,54.55,27.51,0.0,228.04,1.61,0.0,0.85,3.82,2.18,1.84,0.95,26.43
2019-10-20,0.0,55.65,26.88,748.14,236.44,1.29,15.68,0.85,3.39,2.03,1.78,0.8,28.24
2019-10-21,0.0,54.64,26.62,742.58,258.34,1.48,16.55,0.91,3.26,1.9,2.28,0.82,25.81
2019-10-22,16.02,50.62,28.03,747.2,264.09,1.45,22.93,0.83,3.51,2.07,2.07,0.81,29.62
2019-10-23,7.87,50.84,28.17,755.13,250.95,1.66,21.98,1.07,4.17,2.41,1.97,0.91,26.75
2019-10-24,23.79,52.78,26.92,756.11,182.54,0.91,33.42,0.55,3.66,2.23,1.8,1.18,26.58
2019-10-25,29.53,50.48,28.22,756.02,178.87,1.28,36.24,0.67,3.04,1.99,1.65,0.98,25.15
2019-10-26,28.39,51.52,27.92,755.1,297.53,1.23,39.79,0.52,2.33,1.6,1.69,0.83,24.19
2019-10-27,25.84,49.88,28.13,751.48,282.42,1.19,40.9,0.54,2.5,1.71,1.62,0.86,28.1
2019-10-28,13.79,51.91,27.19,745.09,295.88,0.87,37.06,0.52,3.26,2.08,1.47,1.15,25.94
2019-10-29,10.71,52.55,26.88,749.72,294.25,1.06,32.28,0.52,2.38,1.6,1.34,1.0,27.61
2019-10-30,1.46,53.67,26.08,746.51,223.63,2.09,10.4,0.53,2.5,1.63,1.3,0.75,32.41
2019-10-31,4.99,53.4,25.42,753.83,266.05,1.55,12.94,0.61,3.07,2.03,1.3,0.83,38.76
2019-11-01,14.46,49.26,27.57,751.94,261.11,1.29,30.18,0.61,3.96,2.45,1.46,1.04,27.25
2019-11-02,19.53,49.23,28.3,753.15,272.01,1.45,38.48,0.57,3.91,2.49,1.56,1.04,30.16
2019-11-03,18.12,50.28,27.86,754.67,268.36,1.33,30.2,0.89,2.48,1.82,1.42,0.94,34.83
2019-11-04,17.47,49.39,28.42,754.19,277.68,1.6,27.62,0.93,3.02,2.17,1.59,0.93,36.63
2019-11-05,25.4,49.12,28.69,753.99,241.46,1.54,50.99,1.0,3.85,2.52,1.79,1.09,37.62
2019-11-06,19.45,48.51,28.62,752.06,288.02,1.63,50.24,0.92,3.97,2.57,1.97,1.11,41.66
2019-11-07,18.15,48.36,29.0,751.12,284.78,1.83,46.17,0.93,3.12,2.16,2.11,0.95,40.57
2019-11-08,16.06,48.93,28.76,748.19,280.58,1.62,45.26,0.96,3.43,2.24,2.61,1.08,33.1
2019-11-09,7.86,49.2,28.1,741.44,297.0,1.49,31.32,0.88,2.56,1.86,2.48,1.02,34.57
2019-11-10,5.69,49.46,28.0,750.58,298.23,1.48,30.4,0.94,2.15,1.68,2.38,1.02,32.5
2019-11-11,12.07,49.0,28.32,730.68,267.62,1.44,39.43,0.94,3.28,2.15,3.21,1.12,39.06
2019-11-12,14.66,49.03,28.58,0.0,249.07,1.33,51.01,0.92,4.53,2.91,4.74,1.27,34.51
2019-11-13,36.38,49.28,28.7,0.0,208.69,1.18,70.1,0.96,5.98,3.61,4.26,2.02,34.46
2019-11-14,25.52,49.15,28.64,0.0,256.37,1.21,54.91,1.1,5.66,3.24,3.43,3.47,28.7
2019-11-15,19.88,50.71,29.01,0.0,257.1,1.52,49.09,0.94,4.13,2.82,3.37,2.26,33.95
2019-11-16,20.32,59.41,28.04,0.0,253.12,1.08,34.73,0.58,3.59,2.21,2.78,3.89,24.49
2019-11-17,14.52,67.82,28.22,0.0,272.69,1.39,28.43,0.87,2.56,1.85,2.82,0.82,27.76
2019-11-18,30.27,68.95,28.72,0.0,216.49,1.21,51.76,0.52,4.42,2.52,2.69,1.06,31.97
2019-11-19,26.15,69.17,28.34,0.0,246.84,0.81,47.45,5.13,15.59,11.58,5.54,1.11,24.33
2019-11-20,20.44,69.24,28.51,0.0,255.51,1.15,42.33,9.95,16.68,16.96,12.85,0.98,28.83
2019-11-21,21.86,70.83,27.45,0.0,220.24,1.18,41.29,12.4,21.54,21.53,11.54,1.1,23.59
2019-11-22,11.64,69.6,27.85,0.0,262.45,1.02,34.91,10.13,21.53,19.54,11.75,1.12,27.64
2019-11-23,21.02,69.35,28.03,0.0,221.47,0.67,57.2,16.1,23.59,24.31,11.46,1.57,17.37
2019-11-24,14.28,68.51,28.51,0.0,187.91,1.28,44.47,8.03,17.83,15.88,11.11,1.11,32.89
2019-11-25,19.92,70.2,28.53,735.83,252.54,1.1,45.63,10.12,20.49,19.12,10.13,1.24,29.59
2019-11-26,23.41,68.19,29.41,744.85,240.05,1.22,47.77,12.92,26.41,24.55,11.16,1.34,33.06
2019-11-27,41.22,68.66,29.39,742.52,242.66,1.33,66.36,11.3,23.88,21.88,11.61,1.27,32.4
2019-11-28,20.3,67.61,29.43,712.67,236.98,1.11,37.99,12.95,21.48,21.94,10.3,1.2,29.51
2019-11-29,22.33,70.05,29.14,730.0,231.23,0.9,49.28,10.04,21.07,19.37,10.24,1.28,28.22
2019-11-30,5.68,76.2,27.09,718.23,175.34,0.78,25.9,11.14,21.45,20.47,7.87,1.11,22.57
2019-12-01,2.14,72.02,27.92,701.32,163.12,1.42,13.01,7.34,8.81,10.55,8.13,0.78,24.35
2019-12-02,10.44,70.89,28.41,700.0,211.09,1.26,32.94,10.67,17.61,18.05,8.7,1.14,27.74
2019-12-03,28.4,73.27,27.79,700.0,237.72,0.76,56.42,17.89,24.57,27.62,7.47,1.68,21.7
2019-12-04,27.62,67.4,28.93,700.0,222.76,1.01,51.54,16.68,23.03,25.74,8.46,1.42,26.74
2019-12-05,36.68,70.37,27.64,700.0,274.73,0.84,58.26,12.71,17.98,19.75,9.33,1.2,32.79
2019-12-06,32.21,62.26,28.76,700.08,273.07,1.73,58.33,8.73,17.71,16.51,10.17,1.14,58.22
2019-12-07,14.53,70.02,27.96,700.17,188.6,1.12,60.33,8.2,21.07,17.83,10.51,1.35,39.27
2019-12-08,13.37,66.93,28.87,700.0,194.76,1.36,39.5,8.07,13.79,13.86,9.97,1.13,41.95
2019-12-09,14.1,65.7,28.83,700.0,214.06,1.36,49.01,10.78,25.8,22.45,9.75,1.36,42.05
2019-12-10,29.02,66.02,28.87,722.4,214.19,1.32,58.23,10.03,23.97,20.87,11.28,1.34,45.22
2019-12-11,32.31,71.05,28.36,731.6,157.06,1.18,57.05,10.42,24.05,21.22,11.69,1.37,40.75
2019-12-12,27.28,70.94,28.35,729.06,186.98,1.06,49.67,9.77,23.79,20.56,11.68,1.41,42.11
2019-12-13,38.43,70.71,28.46,719.12,215.9,1.27,60.22,8.91,20.99,18.38,11.77,1.43,41.67
2019-12-14,18.12,73.4,27.44,744.13,267.5,1.08,42.04,8.82,14.31,14.74,9.54,1.31,32.28
2019-12-15,18.44,69.19,28.16,728.08,193.16,1.22,49.23,12.24,21.23,21.21,10.09,1.47,31.63
2019-12-16,33.5,68.76,28.23,731.29,194.11,1.13,62.95,12.43,26.84,24.33,10.4,1.58,40.89
2019-12-17,28.33,66.95,28.44,701.43,283.19,1.17,49.27,6.92,11.11,11.49,11.96,1.15,44.1
2019-12-18,33.53,63.56,28.71,700.0,219.25,1.21,65.36,8.73,31.43,23.81,12.06,1.52,47.06
2019-12-19,17.04,65.2,29.17,727.57,206.74,1.27,45.83,11.13,22.35,20.89,12.23,1.38,38.57
2019-12-20,28.46,72.45,26.76,750.02,245.98,0.76,56.83,10.61,23.61,21.14,12.45,1.55,30.12
2019-12-21,26.54,70.76,27.61,752.04,224.45,1.07,54.62,15.22,24.55,25.39,11.61,1.61,39.32
2019-12-22,39.4,67.25,28.73,751.76,239.78,1.11,64.53,9.06,21.72,18.87,11.99,1.53,46.22
2019-12-23,44.12,69.86,28.51,749.64,198.39,1.12,68.45,9.81,23.31,20.34,12.13,1.65,43.28
2019-12-24,51.67,70.5,28.64,752.16,204.35,1.0,80.03,18.36,29.68,30.69,12.86,1.97,39.35
2019-12-25,34.39,70.27,28.86,738.29,211.15,1.4,57.12,8.77,16.29,15.76,13.01,1.54,47.73
2019-12-26,11.74,69.57,28.81,722.93,235.49,1.54,38.4,8.82,16.37,15.86,11.93,1.62,47.32
2019-12-27,16.1,68.64,28.73,734.79,215.15,1.35,50.64,32.02,25.06,39.29,10.87,1.86,28.75
2019-12-28,35.61,68.64,28.0,740.6,223.78,1.31,64.0,17.17,30.43,29.13,13.96,1.7,38.0
2019-12-29,48.02,69.01,28.13,732.42,198.25,1.16,75.64,10.12,27.06,22.57,9.98,2.25,44.0
2019-12-30,42.82,70.36,28.34,711.5,185.42,1.36,73.09,10.67,26.9,22.93,9.5,1.88,43.61
2019-12-31,37.45,69.65,28.32,707.5,265.65,1.29,66.32,11.39,19.9,19.79,10.02,1.32,45.56
